original	call_entry	net	correct_mean	correct_cnt	fake_always_1	fake_always_3	fake_always_5	fake_correct	fake_correct_1v5	1000	1001	1002	1004	1005	1006	1007	1009	1010	1011	1012	1013	1014	984	986	987	988	992	993	994	995	996	997	998
sample05_14ae7b1886265e54e7f2c83d67eb802e.ogg	988	loss30-0 + rate17kbit	0.71428571428571	7	1	3	5	0.71428571428571	1	1	1.5686775079641	1.022	3.781646	1.314	3.3	1.7	1.142	2	1	0.00966796	1	1.09	1.0485	2.598449	1.954	1	1.68	3.46137	3.23358	1.57381	5	1	2.6755
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	1012	loss30-0 + rate14kbit	1.4285714285714	7	1	3	5	1.4285714285714	1	1	3.3115160162337	1.692	4.229917	1.196	3.073	2.3	1.702	2.4	1	2.91183	1.02495	1.196	1.0482	1.386245	1.815	1	2.93	3.32681	2.27282	1.77313	5	2.03938	2.1652
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	1009	loss13-0 + rate44kbit	5	7	1	3	5	5	5	3.23053	3.1604499176208	2.223	3.098138	1.482	4.818	2.7	2.434	3.24	5	4.37699	4.32888	1.603	1.355	1.826689	2.361	2.891281	4.03	4.91092	4.10263	2.11526	3.2632	4.4441	5
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	996	loss30-0 + rate17kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1	1.4932203416714	1.703	3.171684	1.268	2.154	2.3	2.136	1.65	1	3.35571	2.84254	1.298	1.0868	1.61341	1.938	1		3.29153	2.56076	3.15871	5	2.21304	4.0484
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	987	loss22-0 + rate23kbit	2.5714285714286	7	1	3	5	2.5714285714286	1	1	3.4205802694298	1.938	3.776108	1.246	4.128	2.3	1.813	3	4.5	4.01206	1.49062	1.255	1.0798	1.507635	1.855	1	3.8	3.91266	3.46	1.41667	3.1036	3.10256	4.8767
sample05_e181863bce6738bace6841b174713716.ogg	998	loss25-0 + rate25kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1	1.5758010211221	2.411	3.721841	1.288	4.284	2.7	2.486	4.2	1	4.31635	4.94857	1.558	1.3157	1.9938	2.195	1	3.35	4.24175	4.85646	2.02922	5	3.56316	4.9984
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1009	loss30-0 + rate17kbit	0.5	6	1	3	5	0.5	1	1	1.7847987118216	1.034	2.966752	1.117	1	2.3	1.188	1.2	3	0	1	1.204	1.3612	1.242174	1.754	1	4.5	1	2.58944	1.32979	1	2.08604	
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	1010	loss25-0 + rate29kbit	3.6666666666667	6	1	3	5	3.6666666666667	5	3.91373	1.3040455899588	1.84	3.871416	1.171	2.454	2.3	1.73	1.8	1	4.43104	2.61812	1.232	1.1003	1.510001	1.83	3.435928	4.2	3.75916	3.4754	1.81512	1	3.66	5
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	992	loss25-0 + delay500-50	1.5	6	1	3	5	1.5	1	1	1.2560890120633	2.161	1.811731	1.362	2.922	2.3	1.463	1.5	1	2.49336	1	1.242	1.2784	2.284392	2.077	1		2.70168	2.49286	2.92638	5	1	4.0897
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	996	loss25-0 + rate25kbit	2.875	8	1	3	5	2.875	1	1	3.5587774999354	2.07	2.493818	1.251	1.97	2.7	2.074	2.82	4.5	4.23781	2.37913	1.464	1.1822	1.695598	2.021	3.363251	4.76	1.44135	3.37875	1.64979	2.4724	3.4441	3.178
sample15_8082d542b11fb2be2869f8f45b292373.ogg	993	loss25-0 + rate25kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	4.6382944087069	2.006	3.594242	1.247	1.15	2.3	2.038	2.3	1	3.61666	1	1.336	1.1207	1.612194	2.099	1	4.89	1	2.90682	2.26812	1	3.53063	1.5967
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	1014	default	6	7	1	3	5	6	5	1		4.113	2.28221	3.651	4.386	3.7	3.592	2.82	4.25	4.64964	5	3.583	3.0563	4.057234	4.917	5	3.92	3.86319	5	4.28779	4.8294	3.38	5
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1000	loss17-0 + rate28kbit	3.1666666666667	6	1	3	5	3.1666666666667	5	1	3.1951651068994	2.065	1.314399	1.242	1	2.3	2.005	3.52	1	4.2755	1	1.347	1.1479	1.646334	1.954	1.651047	4.78	1	2.72654	2.06593	1	4.12777	2.855
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	984	loss30-0 + rate14kbit	0.66666666666667	6	1	3	5	0.66666666666667	1	1	3.61663591504	2.232	1	1.258	1	2.3	1.755	1.8	4.166667	0.129084	1	1.197	1.0371	1.958082	2.443	1	3.63	2.05143	2.93187	3.00293	1	1.85895	4.7743
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	996	loss17-0 + rate28kbit	3.2857142857143	7	1	3	5	3.2857142857143	5	1	3.3404950175735	1.798	3.08617	1.244	4.686	2.3	1.945	2.82	1	3.82921	1.06025	1.278	1.2282	1.55943	2.012	2.618454	4.19	5	5	2.04226	5	3.98679	3.5042
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1009	loss22-0 + rate19kbit	2.5	6	1	3	5	2.5	1	1	1.2026953378023	1.822	2.008118	1.163	1.294	2.3	1.822	2.82	1	3.26699	1	1.257	1.0769	1.516992	1.906	1		1.47396	2.76794	1.81984	1	3.16953	1
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1001	loss30-0 + rate17kbit	1	7	1	3	5	1	1	1	1.9730606314059	1.533	2.619392	1.295	2.559	2.3	1.222	1.2	1	2.08484	1	1.326	1.0805	1.465107	2.493	1	1.06	2.89601	3.34921	1.35135	5	1	4.4339
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1002	loss25-0 + delay500-50	2.6	5	1	3	5	2.6	1	1	3.5958718575723	1.086	1.967479	1.185	4.092	1.7	1.451	2	1	2.93613	1	1.1	1.037	1.258237	1.745	1	2.73	3.99158	2.25834	1.74984	3.1475	1.65316	2.9845
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	993	default	5.8333333333333	6	1	3	5	5.8333333333333	5	3.7156	1.486721322537	4.097	2.574354	3.245	4.267	4.3	3.759	5	1	4.8872	4.27013	3.692	1.8612	4.161801	4.447	4.330215	4.54	4.65307	4.2002	3.9739	1	4.78358	5
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	998	loss20-0 + rate32kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	3.84574	3.0609613601217	2.885	4.984003	1.78	1.833	3.3	2.913	5	5	4.90739	4.34098	2.177	1.5053	2.573518	3.135	3.518005	4.49	3.28544	4.43681	2.67268	1	4.52446	2.0868
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1014	loss25-0 + rate29kbit	3.7142857142857	7	1	3	5	3.7142857142857	5	1		2.389	1	1.38	1.412	2.7	1.901	2	1	4.19697	1	1.61	1.2518	2.037706	2.367	2.964325	3.77	2.18962	2.8186	1.99222	1	2.23693	5
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	1001	loss17-0 + rate28kbit	3.2857142857143	7	1	3	5	3.2857142857143	5	1.07949	1.1963359771338	1.333	3.205794	1.173	1	2.3	1.616	1.2	1	3.5696	1	1.229	1.0805	1.473352	1.854	3.019547	4.03	3.76812	2.40972	1.43472	1	2.4993	5
sample16_28b7af27b8464f83f547e385893de318.ogg	998	default	5.7142857142857	7	1	3	5	5.7142857142857	5	1	1.165664948542	4.602	3.714983	4.314	2.79	4.3	4.141	5	1	4.89119	3.89078	4.159	3.4965	4.714213	5	4.686752		4.44507	4.25259	4.26785	2.7109	4.69492	5
sample05_ff63f34c691af48ef285649054ab4906.ogg	1000	loss30-0 + rate17kbit	0.57142857142857	7	1	3	5	0.57142857142857	1	1	1.0032272830749	1.096	1.310245	1.15	2.663	1.7	1.223	1.19	1	0	1	1.135	1.0617	1.252293	1.818	1	2.17	2.93534	2.32334	1.35217	4.6493	1.30589	3.3802
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1014	loss22-0 + rate19kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1		1.258	1	1.141	1	1.7	1.598	2.4	1	2.27748	1	1.139	1.0549	1.290597	1.73	1	2.3	1.21857	2.53944	1.60241	1	1	
sample05_e181863bce6738bace6841b174713716.ogg	993	loss25-0 + delay500-50	3.8333333333333	6	1	3	5	3.8333333333333	5	1	1.6774719766116	2.021	3.72896	1.244	4.151	2.3	2.011	2.82	1	4.2544	4.44885	1.348	1.0552	1.533726	1.826	1	3.28	3.85966	3.45804	1.3595	5	2.99618	1
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	992	loss22-0 + rate19kbit	0.8	5	1	3	5	0.8	1	1	3.1224799723869	3.394	2.816478	2.635	1.152	3.3	2.258	1.2	1	0.47147	1	2.599	1.1239	1.92549	3.699	1	1.46	1	2.38328	1.53205	2.5188	1	4.3132
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	1010	loss25-0 + delay500-50	1.8333333333333	6	1	3	5	1.8333333333333	1	1	1.2464632753723	1.128	3.684234	1.154	2.98	1.7	1.956	2.9	1	2.60922	2.31367	1.112	1.0606	1.310799	1.787	1.169334	2.4	2.42043	3.20657	1.51469	1	1.23817	5
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1000	loss25-0 + delay500-50	2.7142857142857	7	1	3	5	2.7142857142857	1	1.81784	1.8299953776133	1.621	4.217025	1.179	3.321	2.3	1.743	2.6	1	1.31093	2.09724	1.204	1.096	1.388734	1.812	3.048386	3.39	4.12673	2.5286	1.78375	5	2.82359	5
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1002	loss17-0 + rate24kbit	3.3333333333333	6	1	3	5	3.3333333333333	5	1	3.9493852404561	1.762	1	1.233	4.198	2.3	1.818	3.08	1	3.29313	1	1.271	1.0864	1.330133	1.858	1	3.86	4.98479	5	2.40419	4.8869	3.02912	4.1288
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	1011	loss80-0 + delay600-10	0.85714285714286	7	1	3	5	0.85714285714286	1	1	1.8864641340101	1.213	1.386014	1.218	2.47	1.7	1.615	2.4	1	0.786343	1	1.145	1.1152	1.266907	1.726	1.198051	1.83	2.64102	3.66706	1.54751	1	1.50592	1.4003
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1013	loss25-0 + delay500-50	2.6666666666667	6	1	3	5	2.6666666666667	1	1	3.2500965407229	2.394	3.500317	1.38	2.721	2.7	2.313	3.88	1	4.58702	1.785	1.53	1.1241	1.851287	2.223	3.382095	4.49	1	2.46958	2.86396	1	4.11127	4.3893
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	984	loss30-0 + rate17kbit	0.85714285714286	7	1	3	5	0.85714285714286	1	1	1.5517039918441	1	2.729461	1.123	2.56	1.7	1.158	2.9	1	0	1	1.064	1.0385	1.202549	1.704	1	2.51	3.81226	2.90447	1.35439	5	1	4.6488
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	992	loss25-0 + delay500-50	1.3333333333333	6	1	3	5	1.3333333333333	1	1	3.4903242374857	1.745	3.69072	1.205	3.626	2.3	1.84	1.1	1	0.465508	1.66189	1.196	1.1337	1.43089	1.808	1	1.92	3.34047	2.4651	3.31279	5	1	2.7522
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	987	loss17-0 + rate24kbit	2.8333333333333	6	1	3	5	2.8333333333333	1		3.815842537173	2.695	1	1.413	2.513	2.7	2.361	2	1	4.11709	1.79264	1.606	1.1593	2.141643	2.455	1	3.92	2.21872	2.38173	2.74376	1	2.78675	3.7521
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	1009	loss25-0 + rate29kbit	3.2857142857143	7	1	3	5	3.2857142857143	5	1.07351	3.9461477596739	2.45	4.869867	1.526	4.257	2.7	2.354	3.88	1	4.7325	3.7735	1.685	1.3433	2.120141	2.294	3.296738	4.73	3.96457	3.44608	2.42259	5	4.26569	1.6049
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	1001	loss25-0 + delay500-50	3.5714285714286	7	1	3	5	3.5714285714286	5	1	3.7869004910174	2.22	1	1.377	3.548	2.7	2.319	2.3	1	4.3317	2.754	1.465	1.1352	1.798313	2.212	1	4.11	2.89386	3.07383	2.89079	2.396	3.32156	5
sample06_43af06b41db225c41a659da60408148a.ogg	1000	loss13-0 + rate44kbit	4.6666666666667	6	1	3	5	4.6666666666667	5	1	4.3231267971816	2.772	1	1.818	4.478	2.7	2.587	2.82	4.416667	4.49772	4.33654	1.791	1.913	2.300326	2.547	2.74762	4	3.92139	4.34353	2.603	1	3.74649	5
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	984	loss20-0 + rate32kbit	5	6	1	3	5	5	5	1	1.7839757514282	2.659	2.555018	1.609	4.41	2.7	2.362	3	1	4.81231	3.6628	1.702	1.3075	2.248285	2.392	2.422119		4.07353	4.49584	2.60134	5	3.78561	4.2942
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	988	loss22-0 + rate23kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	3.1877097355852	1.378	1	1.202	4.153	2.3	1.56	1.2	1	3.79151	1	1.187	1.107	1.385773	1.784	2.859818	2.78	4.29362	3.03243	1.85951	3.0522	2.83202	2.624
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1012	loss30-0 + rate17kbit	2.5	6	1	3	5	2.5	1	1	3.3820761180255	1.361	1	1.157	1	2.3	1.583	1.91	1	3.03576	1	1.167	1.06	1.296979	1.749	1	3.59	1	2.58969	1.75724	1	2.51827	3.391
sample05_e181863bce6738bace6841b174713716.ogg	993	loss17-0 + rate24kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	1	1.0809976535849	2.655	3.554243	1.461	3.923	2.7	2.613	4.04	1	5	5	1.669	1.3289	2.385787	2.493	1.378525	3.82	4.39381	3.97136	2.1013	5	4.37885	1
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	1010	default	6	9	1	3	5	6	5	4.43125	4.6436142862324	3.432	1	2.365	4.842	3.7	2.968	5	1	4.70595	5	2.72	2.3474	3.348276	3.933	3.907867	4.19	5	5	3.14758	2.5607	4.40305	1.1268
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	998	loss22-0 + rate19kbit	2.6666666666667	6	1	3	5	2.6666666666667	1	1	1.497180506243	1.735	3.314798	1.212	2.102	2.3	1.906	2.82	1	3.10399	2.72172	1.244	1.0617	1.498287	1.877	1		3.01712	2.81163	2.40395	5	2.61242	1.4411
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1009	loss22-0 + rate19kbit	0.5	6	1	3	5	0.5	1	1	1.6873698816913	1.158	2.664729	1.118	2.817	1.7	1.269	2	1	0.322221	1	1.086	1.0461	1.207333	1.738	1	3.08	3.06496	2.67334	1.43593	5	1.87585	
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	1002	loss13-0 + rate44kbit	4	6	1	3	5	4	5	1	3.8913256225978	2.787	1.690557	1.749	3.039	3.3	2.657	3.08	1	4.75131	4.096	1.966	1.3436	2.479487	2.788	3.619019	4.65	3.36811	3.55444	2.92076	2.8331	4.15894	5
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1010	loss25-0 + delay500-50	3.4285714285714	7	1	3	5	3.4285714285714	5	1	1.0092197627743	2.741	4.556612	1.524	3.258	2.7	2.721	2.8	1	4.34342	4.32046	1.852	1.2945	2.418534	2.629	3.255676		3.40065	2.54274	3.00706	5	3.61786	3.0009
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	993	default	6	6	1	3	5	6	5	1.24124	4.7300734958557	4.477	1	4.256	4.725	4.3	3.653	5	1	4.93504	5	4.076	3.6275	4.494983	5	5	4.88	4.07332	5	4.25639	1	4.87086	4.1271
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	992	loss22-0 + rate23kbit	2.8333333333333	6	1	3	5	2.8333333333333	1	1	3.1839793223809	1.643	1	1.189	1	2.3	1.691	2.4	1	3.51882	1	1.181	1.0575	1.525023	1.786	1	3.18	1	2.40113	2.12095	1	2.27225	3.1659
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1000	loss17-0 + rate28kbit	3.8333333333333	6	1	3	5	3.8333333333333	5	3.64406	1.8627801385603	1.766	3.084954	1.257	2.738	2.3	1.914	2.4	1	4.15704	2.72747	1.281	1.1949	1.555983	1.9	2.987015	4.62	3.02832	3.33116	2.06924	1	3.96505	5
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1000	loss30-0 + rate17kbit	0.83333333333333	6	1	3	5	0.83333333333333	1	1	1.282380533618	1	1	1.108	2.369	1.7	1.233	2.6	1	0	1	1.093	1.0726	1.207518	1.69	1	2.79	3.07947	2.96685	1.36189	5	1.1943	
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	987	loss22-0 + rate19kbit	2.8333333333333	6	1	3	5	2.8333333333333	1	1	3.1000896622359	1.618	1	1.309	4.2	2.3	1.881	2.4	4.5	3.30881	1	1.232	1.8421	1.475756	1.936	1	3.43	3.94914	2.18197	1.92564	5	2.42875	1.795
sample05_44823b5704b026f2930ad862576bef3c.ogg	1000	loss25-0 + delay500-50	2.1428571428571	7	1	3	5	2.1428571428571	1	1	3.4938104213519	1.982	3.071696	1.272	3.336	2.3	1.844	2	1	2.66307	3.19947	1.334	1.1317	1.522394	1.938	3.387665	4.58	2.0587	2.56382	1.82855	3.0245	3.35892	3.4157
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	984	loss10-0 + rate64kbit	4.1428571428571	7	1	3	5	4.1428571428571	5	1	1.8985533946078	2.738	4.660313	1.695	4.702	3.3	2.649	4.2	1	4.72454	4.51524	1.935	1.5918	2.427365	2.589	3.482712		4.38993	3.95464	2.69249	5	4.53683	3.2083
sample06_afb5f1ecdd37621d1be77b20691fefd8.ogg	1013	loss17-0 + rate24kbit	2.5	6	1	3	5	2.5	1	1	3.8402555714692	2.232	1	1.168	1	2.3	1.436	2	1	2.88932	1	1.213	1.1032	1.421645	2.421	1	3.86	1	2.54543	3.09157	1	3.04627	
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	987	default	6	7	1	3	5	6	5	3.58647	3.2719877397344	4.547	2.463387	4.309	5	4.3	4.09	5	5	4.78194	4.88263	4.158	4.0363	4.71841	5	3.827606	4.23	4.8117	3.90238	4.0395	3.0702	4.7197	5
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	988	loss25-0 + delay500-50	2.1666666666667	6	1	3	5	2.1666666666667	1	1.21153	3.1961633398302	1.581	1	1.163	1.369	2.3	1.4	2	1	4.04544	1	1.231	1.0526	1.457672	1.813	1	4.2	2.34543	2.71468	1.64581	1	2.84803	5
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	993	loss22-0 + rate19kbit	2.5714285714286	7	1	3	5	2.5714285714286	1	1	1.3991114503266	1.804	1.941845	1.21	3.663	2.3	1.672	2.82	1	2.89318	1	1.23	1.0766	1.453865	1.871	1		3.55168	2.96352	1.7604	1	1.97588	3.2075
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	1012	loss17-0 + rate24kbit	2.1428571428571	7	1	3	5	2.1428571428571	1	1	1.6525101374218	1.823	3.076043	1.178	1.078	2.3	1.916	2	1	2.9379	1	1.246	1.0377	1.519684	1.87	1		1.13986	2.72644	1.90607	1	3.54897	
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1002	loss25-0 + delay500-50	3	7	1	3	5	3	5	1.05292	1.9337202383172	2.282	4.01098	1.287	3.771	2.7	1.961	3.08	1	3.64493	2.95541	1.425	1.1252	1.858218	2.351	1	4.24	3.57193	3.90556	1.92232	5	3.86009	5
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	1013	loss25-0 + delay500-50	3.1666666666667	6	1	3	5	3.1666666666667	5	1	3.1289885892663	2.362	4.23107	1.498	4.236	2.7	2.404	2.3	4.216667	3.98725	2.47591	1.499	1.1924	1.952537	2.223	3.174011	3.98	4.42364	3.53164	2.90803	5	3.26673	2.4465
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	984	loss20-0 + rate32kbit	4	7	1	3	5	4	5	2.95773	3.4724111070923	2.207	2.614853	1.351	4.861	2.7	2.312	2.3	1	3.76346	2.60732	1.458	1.2518	1.838774	2.153	3.435806	4.26	5	5	2.15411	4.6076	4.03611	5
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1011	loss13-0 + rate44kbit	4.5714285714286	7	1	3	5	4.5714285714286	5	4.1548	3.8980407017706	2.649	3.35052	1.537	3.91	2.7	2.519	3.52	1	4.85205	3.36403	1.74	1.4326	2.202491	2.498	3.253708	4.72	1.50886	4.00493	2.93257	1	4.3642	4.3762
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	984	loss90-0 + delay700-10	0.16666666666667	6	1	3	5	0.16666666666667	1	1	3.8192340063254	1	1	1.145	3.975	1.7	1.365	2	4	0	1	1.085	1.0507	1.182397	1.648	1		3.64653	3.10953	1.26347	3.1202	1	3.0694
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	992	loss13-0 + rate44kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	3.21222	3.6694319553961	2.591	1.756748	1.545	3.427	3.3	2.443	2	1	4.50937	2.07732	1.879	1.4357	2.453047	2.57	2.702209	3.73	2.46404	3.89189	2.26677	1	3.10575	3.9535
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	1010	loss17-0 + rate24kbit	3	6	1	3	5	3	5	1	3.9169351948337	2.499	2.479039	1.22	2.799	2.7	1.752	2.8	1	1.30555	3.60316	1.433	1.1067	1.986028	2.109	2.861809	4.3	3.30705	2.42509	1.69062	2.4702	4.1049	5
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	992	loss30-0 + rate17kbit	0	7	1	3	5	0	1	1	1.724744320704	1	1.927794	1.166	2.547	2.3	1.471	1.2	1	0.185325	1	1.181	1.0983	1.302886	1.66	1	1.94	2.23877	2.91381	4.35002	1	1	
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	993	loss20-0 + rate32kbit	3.875	8	1	3	5	3.875	5	3.31368	3.9451259342982	2.31	1	1.798	4.517	2.7	2.556	3.47	4.75	4.35975	4.88306	1.693	1.5291	2.180623	2.468	3.384323	4.52	3.96633	4.44161	2.63783	3.1545	4.43152	5
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1001	loss25-0 + rate29kbit	3.8333333333333	6	1	3	5	3.8333333333333	5	1.12508	1.6671816319189	2.135	2.937275	1.354	3.985	2.7	2.18	3.08	1	4.18186	4.31598	1.423	1.3492	1.829327	2.059	1		4.08781	4.22955	2.26979	4.7453	3.42128	5
sample05_44823b5704b026f2930ad862576bef3c.ogg	1012	loss13-0 + rate44kbit	4.3333333333333	6	1	3	5	4.3333333333333	5	1	4.509975474053	2.426	3.151066	1.376	4.152	2.7	2.17	2.3	1	4.34302	3.01608	1.603	1.1036	1.89068	2.319	1		1.90007	4.06292	2.25303	2.4405	3.85642	2.6392
sample05_e181863bce6738bace6841b174713716.ogg	1000	loss25-0 + delay500-50	1	6	1	3	5	1	1	1	1.6655553109642	1.827	3.226832	1.227	4.036	2.3	2.034	3.6	1	2.83285	4.18213	1.251	1.0882	1.572744	1.886	1	2.02	3.58765	3	1.51709	5	1.8118	4.0688
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1011	loss13-0 + rate44kbit	4.8333333333333	6	1	3	5	4.8333333333333	5	1.48271	1.9263090548712	2.585	4.183244	1.39	2.062	2.7	2.209	4.42	3	4.74766	3.85951	1.554	1.1983	2.113233	2.27	3.078995	4.75	3.51333	3.65283	2.36998	1	4.24919	5
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	987	loss13-0 + rate48kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	3.50556	1.1185521160947	2.007	4.113668	1.394	4.195	2.7	2.304	3.47	5	4.95101	4.33889	1.514	1.1289	1.858153	2.019	3.458084	3.91	3.27238	4.2305	2.22738	1	3.78206	2.3216
sample15_c38cd5c611532af5e79ed0958c415880.ogg	1014	loss25-0 + delay500-50	4.1428571428571	7	1	3	5	4.1428571428571	5	2.0347		2.554	4.646668	1.38	3.982	2.7	2.477	2.3	1	4.58118	3.49539	1.686	1.1774	2.035474	2.629	1.682289		2.79159	3.72585	2.58965	2.7272	2.29513	5
sample06_afb5f1ecdd37621d1be77b20691fefd8.ogg	1000	loss30-0 + rate17kbit	1.6666666666667	6	1	3	5	1.6666666666667	1	1	3.9125852913092	1	1	1.144	1	1.7	1.014	2	1	0.614502	1	1.086	1.0668	1.115006	1.744	1	2.25	1	2.29672	1.2796	1	1.49687	2.809
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1014	loss13-0 + rate44kbit	4.1428571428571	7	1	3	5	4.1428571428571	5	1		2.462	1.094462	1.49	3.835	2.7	2.392	2.3	1	4.40647	3.66507	1.677	1.4422	1.936896	2.428	3.031906		1	4.66801	2.3521	1	2.1636	5
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	1014	loss30-0 + rate14kbit	2.5	6	1	3	5	2.5	1	1		1.802	1	1.249	4.177	2.3	1.822	2.3	1	3.20412	1	1.288	1.1189	1.494528	1.868	1	3.9	3.82235	2.45863	1.72732	1	1.97957	3.9896
sample15_c38cd5c611532af5e79ed0958c415880.ogg	1013	loss25-0 + rate25kbit	2.4285714285714	7	1	3	5	2.4285714285714	1	1	3.4935503127648	1.959	4.200669	1.187	2.542	2.3	1.939	2.6	1	3.51579	1.31157	1.3	1.1145	1.543426	1.983	1.555283	4.88	1.56862	2.74729	1.63283	2.8747	3.89824	1
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	998	loss90-0 + delay700-10	0.57142857142857	7	1	3	5	0.57142857142857	1	1	1.0314825788642	1.933	3.146469	1.175	1	2.3	1.735	1.65	1	0.941646	1	1.364	1.0379	1.569469	1.989	1		1.32203	2.93398	1.59322	1	2.69939	1
sample05_44823b5704b026f2930ad862576bef3c.ogg	993	loss30-0 + rate14kbit	1.1428571428571	7	1	3	5	1.1428571428571	1	1	3.4545139731996	1	1	1.168	1.396	1.7	1.208	2	1	0.159398	1	1.125	1.0978	1.23401	1.659	1	1.58	1	2.78735	1.22847	2.8448	1.15962	2.582
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	1013	loss30-0 + rate17kbit	1	7	1	3	5	1	1	1	1.9959774929766	1.324	2.980651	1.152	2.843	1.7	1.324	1.7	1	0.279102	1	1.131	1.6086	1.277752	1.721	1		2.71129	2.95246	1.98588	5	1.22072	2.738
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	993	loss13-0 + rate48kbit	3.3333333333333	6	1	3	5	3.3333333333333	5	3.59286	1.0242738323645	2.395	4.462683	1.465	4.677	2.7	2.284	2.6	1	4.24154	4.10398	1.631	1.4412	2.014109	2.2	3.370941		4.17516	3.88409	2.06093	5	3.77778	5
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	984	loss22-0 + rate23kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	3.1728484313377	1.874	1.700733	1.227	1	2.3	1.912	3.56	1	4.48865	1	1.285	1.2346	1.511009	1.926	1	4.51	1	2.56317	2.15877	1	3.6612	2.2944
